row_num,faci_stat_nm,ftype_nm,cp_nm,cpb_nm,addr_emd_nm,faci_nm,faci_road_addr,faci_addr,faci_lat,faci_lot
193,정상운영,테니스장,경상남도,창원시,동정동,의창스포츠파크테니스장,경상남도 창원시 의창구 천주로56번길 14 (동정동),,35.26623802,128.6170547
194,정상운영,테니스장,서울특별시,서초구,,잠원스포츠파크테니스장,,,0,0
195,정상운영,테니스장,충청북도,진천군,회죽리,진천선수촌 실내테니스장,충청북도 진천군 광혜원면 선수촌로 105,,36.98154005,127.4231333
196,정상운영,테니스장,강원도,정선군,송계리,임계테니스장,강원도 정선군 임계면 장찬동길 86-11,강원도 정선군 임계면 송계리 341-1,37.49237411,128.8641154
197,정상운영,테니스장,충청남도,당진시,,합덕산업단지테니스장,,,0,0
198,정상운영,테니스장,서울특별시,종로구,삼청동,삼청테니스장,서울특별시 종로구 삼청로 156 (삼청동),,37.58887581,126.9828081
199,정상운영,테니스장,충청북도,단양군,별곡리,단양공설정구장,충청북도 단양군 단양읍 삼봉로 376,,36.98990051,128.3675227
200,정상운영,테니스장,경상북도,포항시,괴정리,연일테니스장,경상북도 포항시 남구 연일읍 동문로53번길 40-15,경상북도 포항시 남구 연일읍 괴정리 84-1,35.99454397,129.3473192
201,정상운영,테니스장,경상남도,통영시,,미수소운동장테니스장,경남 통영시 미수동 152-1,경남 통영시 미수동 152-1,34.82226297,128.4051583
202,정상운영,테니스장,경기도,평택시,,신대레포츠공원테니스장,신대동 621-10,,36.99393293,127.0646336
203,정상운영,테니스장,서울특별시,관악구,봉천동,구민테니스장,서울특별시 관악구 낙성대로 40 (봉천동),서울특별시 관악구 봉천동  산56-117 구민운동장,37.47512341,126.9574562
204,정상운영,테니스장,경기도,용인시,,수지체육공원테니스장,풍덕천동 산13-1,경기 용인시 수지구 풍덕천동 산 13-1,37.32871694,127.0990352
205,정상운영,테니스장,경기도,김포시,,종합운동장내테니스장,경기도 김포시 돌문로15번길 36-10 (사우동),경기도 김포시 사우동 278-5 김포시사계절스케이트장,0,0
206,정상운영,테니스장,경상남도,통영시,,노산테니스장,경남 통영시 광도면 노산리 46-19,경남 통영시 광도면 노산리 46-19,34.89466985,128.4117549
207,정상운영,테니스장,경기도,용인시,,신봉동고가하부테니스장,신봉동 539-9,경기 용인시 수지구 신봉동 539-9,37.33239112,127.0588562
208,정상운영,테니스장,경상남도,통영시,,공설테니스장,정량동162-32,경남 통영시 정량동 162-32,34.85010205,128.4290373
209,정상운영,테니스장,대구광역시,달성군,남리,논공테니스장,대구광역시 달성군 논공읍 논공로 240,,35.72350439,128.4558939
210,정상운영,테니스장,대구광역시,,두류동,두류테니스장,대구광역시 달서구 야외음악당로 194 (두류동),대구광역시 달서구 두류동  597,35.85248052,128.5571933
211,정상운영,테니스장,충청북도,보은군,이평리,보은테니스장,충청북도 보은군 보은읍 군청길 90,충청북도 보은군 보은읍 이평리 9-1,36.48464909,127.7282219
212,정상운영,테니스장,전라남도,신안군,신용리,신안테니스장,전라남도 신안군 압해읍 복룡로 118-20,,34.872458,126.3097567
213,정상운영,테니스장,부산광역시,강서구,명지동,명지동75호광장테니스장,부산광역시 강서구 을숙도대로 96 (명지동),부산광역시 강서구 명지동 2984-31,35.09099855,128.9179518
214,정상운영,테니스장,경기도,파주시,,운정체육공원테니스장,,가람로 150-41,0,0
215,정상운영,테니스장,경기도,양평군,,양서동네테니스장,양서면 양수리,경기 양평군 양서면 양수리,37.54851935,127.3197028
216,정상운영,테니스장,경기도,과천시,관문동,문원체육공원테니스장,경기도 과천시 중앙로 294 (관문동),경기도 과천시 관문동 3 관문체육공원,37.44136466,126.9963478
217,정상운영,테니스장,경기도,파주시,,적성체육공원테니스장,적성면 마지리 33-1,경기 파주시 적성면 마지리 33-1,37.95087363,126.9225222
218,정상운영,테니스장,전라남도,보성군,연산리,홍교테니스장,전라남도 보성군 벌교읍 조정래길 248-6,,34.86098832,127.3408
219,정상운영,테니스장,울산광역시,울주군,,언양어음테니스장,,,35.55936168,129.1337467
220,정상운영,테니스장,전라북도,장수군,장계리,장계체육공원 테니스장,전라북도 장수군 장계면 체육공원길 40,,35.72841867,127.5903109
221,정상운영,테니스장,충청북도,제천시,고암동,고암생활체육공원,충북 제천시 고암동 1135,충북 제천시 고암동 1135,37.15458055,128.2200873
222,정상운영,테니스장,제주특별자치도,제주시,,제주종합경기장연정정구장,오라1동 1163-4,제주특별자치도 제주시 오라1동 1163-4,33.4955321,126.5173239
223,정상운영,테니스장,경상남도,창원시,신월동,신월운동장테니스장,경상남도 창원시 의창구 창이대로584번길 8 (신월동),,35.23086214,128.6940687
224,정상운영,테니스장,경상남도,남해군,,상주체육공원테니스장,,경남 남해군 상주면 상주리 1781-1,34.72449971,127.9803082
225,정상운영,테니스장,서울특별시,용산구,한남동,응봉근린공원한남테니스장,서울특별시 용산구 다산로 8-12 (한남동),서울특별시 용산구 한남동  726-180 한남테니스장,37.54642749,127.0038361
226,정상운영,테니스장,강원도,양구군,현리,방산면테니스장,강원도 양구군 방산면 평화로 5121-7,강원도 양구군 방산면 현리 50-4 방산초등학교,38.20997104,127.9442539
227,정상운영,테니스장,부산광역시,기장군,,월드컵빌리지,부산광역시 기장군 일광읍 체육공원1로 29,부산광역시 기장군 일광읍 원리 39 기장국민체육공원,35.30497463,129.24285
228,정상운영,테니스장,전라남도,영광군,,종합체육센터테니스장,영광읍 단주리 290,전남 영광군 영광읍 단주리 290,35.28560867,126.4988382
229,정상운영,테니스장,서울특별시,강남구,,대치유수지체육공원테니스장,,,0,0
230,정상운영,테니스장,경기도,안성시,양복리,안성시전용정구장,경기도 안성시 보개면 종합운동장로 162,,37.01319895,127.3278514
231,정상운영,테니스장,경상남도,창원시,,진해공설운동장테니스장,도만동 1번지,경남 창원시 진해구 도만동 1,35.14857407,128.6549006
232,정상운영,테니스장,충청남도,천안시,,천안시실내테니스장,,,0,0
233,정상운영,테니스장,강원도,인제군,현리,기린생활체육공원내테니스장,강원도 인제군 기린면 덕다리길 31,,37.94773366,128.3143708
234,정상운영,테니스장,부산광역시,사하구,하단동,을숙도테니스장,부산광역시 사하구 낙동남로1233번길 25 (하단동),부산광역시 사하구 하단동 1151-14 을숙도 문화회관,35.11008837,128.9446778
235,정상운영,테니스장,경기도,용인시,,양지체육공원테니스장,,,0,0
236,정상운영,테니스장,충청남도,아산시,,이순신테니스장,,,0,0
237,정상운영,테니스장,전라북도,고창군,,고창공설운동장테니스장,월암리 349,월암리 349,35.15266645,126.4983773
238,정상운영,테니스장,경기도,양주시,,광적생활체육공원 테니스장,광적면 광석리 132,경기 양주시 광적면 광석리 132,37.81307602,126.9718903
239,정상운영,테니스장,경상남도,창원시,명서동,명서2주민운동장테니스장,경상남도 창원시 의창구 우곡로 21 (명서동),,35.25093855,128.6369132
240,정상운영,테니스장,경기도,광주시,,중대테니스장,,중대동 328-1,0,0
241,정상운영,테니스장,강원도,양양군,,낙산테니스장,,,0,0
242,정상운영,테니스장,경기도,동두천시,상봉암동,소요생활체육공원테니스장,경기도 동두천시 봉동로 27 (상봉암동),경기도 동두천시 상봉암동  173,37.94610118,127.0573514
243,정상운영,테니스장,경기도,여주시,,여주종합운동장테니스장,여주시 월송동1번지,경기 여주시 월송동 1,37.29343883,127.6242232
244,정상운영,테니스장,제주특별자치도,제주시,,연미테니스장,제주특별자치도 제주시 연미길 97-19,제주특별자치도 제주시 오라2동 3057,33.48502127,126.5022671
245,정상운영,테니스장,대구광역시,북구,산격동,연암테니스장,대구광역시 북구 연암공원로 131 (산격동),대구광역시 북구 산격동  산18-2,35.90053941,128.6049049
246,정상운영,테니스장,강원도,삼척시,,삼척시민테니스장,남양동 142-1,남양동 142-1,34.79151354,126.380798
247,정상운영,테니스장,경기도,구리시,,구리왕숙체육공원테니스장,사노동 37-2번지,경기 구리시 사노동 37-2,37.63766115,127.1479444
248,정상운영,테니스장,경기도,동두천시,생연동,종합운동장테니스장,경기도 동두천시 어등로 50 (생연동),경기도 동두천시 생연동  70 작은도서관 지혜의등대,37.90186696,127.0703132
249,정상운영,테니스장,경상북도,울진군,,후포생활체육공원테니스장,,,0,0
250,정상운영,테니스장,경상북도,경주시,,북천생활체육공원테니스장,,경북 경주시 동천동 733-1,35.84611416,129.2276025
251,정상운영,테니스장,전라남도,완도군,,완도군립테니스장1,완도읍중도리760-1,전남 완도군 완도읍 중도리 760-1,34.30233991,126.7122501
252,정상운영,테니스장,대구광역시,달성군,명곡리,명곡테니스장(화원테니스장),대구광역시 달성군 화원읍 인흥1길 58,,35.79401406,128.5055161
253,정상운영,테니스장,경상남도,진주시,상대동,모덕생활테니스장,경상남도 진주시 모덕로47번길 24 (상대동),,35.18374851,128.1029896
254,정상운영,테니스장,서울특별시,서초구,,시민의숲테니스장,서초구 양재동 224번지외3필지,서울 서초구 양재동 224,37.45821474,127.0381081
255,정상운영,테니스장,경기도,용인시,,용인실외종합테니스장,남동 산38-2,경기 용인시 처인구 남동 산 38-2,37.22443761,127.188319
256,정상운영,테니스장,강원도,삼척시,호산리,원덕테니스장,강원도 삼척시 원덕읍 삼척로 442,강원도 삼척시 원덕읍 호산리 240 원덕읍사무소관사,37.176392,129.3352434
257,정상운영,테니스장,전라북도,무주군,장기리,면생활체육공원(안성테니스장),전라북도 무주군 안성면 구량천로 82,,35.87030143,127.6495016
258,정상운영,테니스장,전라북도,순창군,,순창공공테니스장,순창읍 백산리 산20번지,전북 순창군 순창읍 백산리 산 20,35.38135646,127.1169458
259,정상운영,테니스장,충청북도,청주시,금천동,청주국제테니스장,충청북도 청주시 상당구 호미로 242 (금천동),충청북도 청주시 상당구 금천동  327,36.63001413,127.5125052
260,정상운영,테니스장,경기도,양주시,,옥정배수지테니스장,,,0,0
261,정상운영,테니스장,대구광역시,,달성동,달성공원테니스장,대구광역시 중구 달성공원로 35 (달성동),대구광역시 중구 달성동 294-1 달성공원,35.87339884,128.5759201
262,정상운영,테니스장,대구광역시,서구,내당동,감삼테니스장,대구광역시 서구 서대구로3길 43 (내당동),,35.85864436,128.5521819
263,정상운영,테니스장,경기도,파주시,,월롱체육공원테니스장,월롱면 위전리 58-38,경기 파주시 월롱면 위전리 58-38,37.78671376,126.8002595
264,정상운영,테니스장,서울특별시,동작구,,보라매공원테니스장,신대방동 395번지,서울 동작구 신대방동 395,37.49283213,126.9198588
265,정상운영,테니스장,전라북도,무주군,소천리,면생활체육공원(설천테니스장),전라북도 무주군 설천면 상평지길 20,,36.00904676,127.7906136
266,정상운영,테니스장,경상남도,양산시,,남양산테니스장,,,0,0
267,정상운영,테니스장,경기도,양평군,,옥천레포츠공원테니스장,,,0,0
268,정상운영,테니스장,경기도,여주시,,흥천체육공원테니스장,흥천면 효지리 224,경기 여주시 흥천면 효지리 224,37.33131254,127.5473846
269,정상운영,테니스장,전라북도,남원시,산곡동,왕정자연공원테니스장,전라북도 남원시 산성순환길 714 (산곡동),전라북도 남원시 산곡동  251 교룡산성관리사무소,35.42797753,127.3642926
