row_num,faci_stat_nm,ftype_nm,cpb_nm,addr_emd_nm,cp_nm,faci_nm,faci_road_addr,faci_addr
674,정상운영,테니스장,남구,봉선동,광주광역시,봉선테니스장,광주광역시 남구 대남대로117번길 40 (봉선동),광주광역시 남구 봉선동  1016
675,정상운영,테니스장,안양시,평촌동,경기도,중앙공원테니스장,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동  895 중앙공원관리부속
676,정상운영,테니스장,남원시,서곡리,전라북도,문화체육센터테니스장,전라북도 남원시 이백면 이백로 333,전라북도 남원시 이백면 서곡리 153 남뭔문화체육센터
677,정상운영,테니스장,의령군,성황리,경상남도,정곡공설운동장테니스장,경상남도 의령군 정곡면 법정로 851-8,경상남도 의령군 정곡면 성황리 793
678,정상운영,테니스장,전주시,,전라북도,완산생활체육공원전주실내테니스장,,
679,정상운영,테니스장,달성군,성하리,대구광역시,달성종합스포츠파크테니스장,대구광역시 달성군 현풍면 현풍동로 170,
680,정상운영,테니스장,거제시,고현동,경상남도,거제시립테니스장,경상남도 거제시 계룡로11길 27 (고현동),
681,정상운영,테니스장,무주군,사천리,전라북도,면생활체육공원(적상테니스장),전라북도 무주군 적상면 구억로 43,
682,정상운영,테니스장,남양주시,이패동,경기도,남양주체육문화센터테니스장,경기도 남양주시 다산지금로 91 (이패동),"경기도 남양주시 이패동 산87 남양주체육문화센터,남양주도시공사"
683,정상운영,테니스장,서천군,사곡리,충청남도,사곡근린테니스장,충청남도 서천군 서천읍 서천로232번길 27,
684,정상운영,테니스장,함양군,,경상남도,함양생활체육공원테니스장,,
685,정상운영,테니스장,옹진군,내리,인천광역시,영흥면체육시설테니스장,인천광역시 옹진군 영흥면 영흥로348번길 175-29,
686,정상운영,테니스장,김해시,,경상남도,시민체육공원테니스장,삼계동 산 4-1,경남 김해시 삼계동 산 4-1
687,정상운영,테니스장,남동구,도림동,인천광역시,주적체육공원테니스장,인천광역시 남동구 논고개로 236 (도림동),인천광역시 남동구 도림동 412-9
688,정상운영,테니스장,부평구,부평동,인천광역시,신트리공원테니스장,인천광역시 부평구 장제로189번길 10 (부평동),
689,정상운영,테니스장,원주시,,강원도,원주테니스장,,
690,정상운영,테니스장,인제군,원통리,강원도,원통생활체육공원내테니스장,강원도 인제군 북면 원통로117번길 72,
691,정상운영,테니스장,,성당동,대구광역시,유니버시아드테니스장,대구광역시 달서구 두류공원로 161 (성당동),"대구광역시 달서구 성당동  154 두류공원관리사무소, 테니스장"
692,정상운영,테니스장,서대문구,,서울특별시,홍은동테니스장,,
693,정상운영,테니스장,홍성군,,충청남도,홍주종합경기장테니스장,,
694,정상운영,테니스장,수성구,만촌동,대구광역시,화랑공원테니스장,대구광역시 수성구 만촌로 125 (만촌동),
695,정상운영,테니스장,이천시,무촌리,경기도,종합운동장 정구장,경기도 이천시 부발읍 중부대로 1696,
