row_num,faci_stat_nm,ftype_nm,cpb_nm,addr_emd_nm,cp_nm,faci_nm,faci_road_addr,faci_addr
52,정상운영,권투,남양주시,,경기도,신도권투체육관,경기도 남양주시 진접읍 장현로47번길 1,경기 남양주시 진접읍 장현리 607-2
53,정상운영,권투,서구,,대전광역시,덤피니쉬 주짓수&복싱MMA,대전광역시 서구 갈마로 255(괴정동),대전광역시 서구 괴정동 91-22
54,정상운영,권투,해운대구,,부산광역시,팀매드,부산광역시 해운대구 마린시티3로 23(우동),부산광역시 해운대구 우동 1435 벽산이오렌지프라자
55,정상운영,권투,당진시,읍내동,충청남도,타이거 복싱 체육관,"충청남도 당진시 당진중앙2로 212-10 (읍내동, 신성아파트)",충청남도 당진시 읍내동  25-6 신성아파트
56,정상운영,권투,파주시,,경기도,뻔치복싱스튜디오,경기도 파주시 번뛰기길 60 (야당동),경기도 파주시 야당동 185-19
57,정상운영,권투,강북구,번동,서울특별시,"번동탑짐(주짓수,킥복싱,무에타이,복싱)",서울특별시 강북구 오현로34길 12 (번동),서울특별시 강북구 번동 308-3 창암빌딩
58,정상운영,권투,강동구,,서울특별시,SMK GYM mma boxing,"서울특별시 강동구 양재대로141길 14, 효승빌딩 지층 (명일동)",서울특별시 강동구 명일동 312-82 효승빌딩 지층 
59,폐업,권투,부평구,,인천광역시,현대권투체육관,"인천광역시 부평구 길주로 639  (삼산동,현대아이프라자303호)","인천광역시 부평구 길주로 639  (삼산동,현대아이프라자303호)"
60,정상운영,권투,부천시,옥길동,경기도,팀 몬스터 복싱,경기도 부천시 옥길로 110-25(옥길동),경기도 부천시 옥길동 744-1 부천옥길대우센트럴프라자
61,정상운영,권투,수원시,,경기도,미스터 복싱 짐,경기도 수원시 영통구 매영로 41(매탄동),경기도 수원시 영통구 매탄동 199-76
62,정상운영,권투,노원구,,서울특별시,비전복싱체육관,서울특별시 노원구 덕릉로 680,서울특별시 노원구 덕릉로 680
63,정상운영,권투,서대문구,,서울특별시,서대문복싱클럽,"서울특별시 서대문구 통일로 189-1, 4층 (영천동)",서울 서대문구 통일로 189-1
64,정상운영,권투,강동구,명일동,서울특별시,상무S복싱클럽,서울특별시 강동구 동남로75길 13-7 (명일동),서울특별시 강동구 명일동 47-6 배재빌딩
65,정상운영,권투,기장군,모전리,부산광역시,투혼 팀스피릿,부산광역시 기장군 정관읍 모전1길 20-30,부산광역시 기장군 정관읍 모전리 740-2
66,정상운영,권투,화성시,청계동,경기도,카운터복싱,경기도 화성시 동탄대로시범길 193 (청계동),경기도 화성시 청계동 531-4
67,정상운영,권투,성남시,수내동,경기도,복서(BOXER) 분당센터,경기도 성남시 분당구 수내로46번길 33 (수내동),경기도 성남시 분당구 수내동 13-3
68,정상운영,권투,동구,대동,대전광역시,더쎈복싱GYM,대전광역시 동구 대동천우안4길 2(대동),대전광역시 동구 대동 162-5
69,정상운영,권투,평택시,,경기도,평택복싱스타,경기도 평택시 세교8길 34 (세교동),경기도 평택시 세교동 586-1
70,정상운영,권투,김포시,사우동,경기도,WS복싱클럽(사우점),경기도 김포시 김포대로 847(사우동),경기도 김포시 사우동 929 중앙프라자
71,정상운영,권투,김포시,,경기도,더블유에스 복싱클럽 풍무점(WS 복싱클럽 풍무점),경기도 김포시 양도로19번길 33(풍무동),경기도 김포시 풍무동 208-1
72,정상운영,권투,강남구,삼성동,서울특별시,주식회사 파이트월드넘버원,서울특별시 강남구 삼성로120길 7(삼성동),서울특별시 강남구 삼성동 65-11 삼경빌라
73,정상운영,권투,의정부시,가능동,경기도,상우복싱체육관,"경기도 의정부시 범골로 102, 충무빌딩 5층 501호 (의정부동)",경기도 의정부시 의정부동 544-12 충무빌딩 5층 501호
74,,권투,서귀포시,서귀동,제주특별자치도,코리안파이터짐,"제주특별자치도 서귀포시 동홍중앙로 70, 2층 (동홍동)",제주특별자치도 서귀포시 동홍동 412-3 세븐일레븐 
75,정상운영,권투,서귀포시,동홍동,제주특별자치도,용인대NEW복싱,제주특별자치도 서귀포시 중앙로 146 (동홍동),제주특별자치도 서귀포시 동홍동 1460-14
76,폐업,권투,서구,가정동,인천광역시,"무성특공무술, 크라브마가",인천광역시 서구 가정로 398 (가정동),인천광역시 서구 가정동  494-1 서해 프라자
77,정상운영,권투,서구,정림동,대전광역시,복싱매니아짐,대전광역시 서구 정림로 78-14(정림동),대전광역시 서구 정림동 514
78,정상운영,권투,화성시,,경기도,카운트복싱GYM,경기도 화성시 병점중앙로 155 (진안동),경기도 화성시 진안동 514-2 렉스몰
79,정상운영,권투,수원시,매탄동,경기도,매탄복싱,경기도 수원시 영통구 매여울로61번길 17 (매탄동),경기도 수원시 영통구 매탄동 153-78
80,정상운영,권투,안양시,호계동,경기도,주식회사 핏해짐,경기도 안양시 동안구 평촌대로217번길 19(호계동),경기도 안양시 동안구 호계동 1048 백산프라자
81,정상운영,권투,고양시,행신동,경기도,원포인트복싱짐,경기도 고양시 덕양구 중앙로 554(행신동),경기도 고양시 덕양구 행신동 950 희성프라자
82,정상운영,권투,용인시,상현동,경기도,고트복싱(G.O.A.T Boxing),경기도 용인시 수지구 광교중앙로295번길 21(상현동),경기도 용인시 수지구 상현동 1116-1
83,정상운영,권투,안성시,석정동,경기도,링 종합격투기,경기도 안성시 중앙로 274-32(석정동),경기도 안성시 석정동 233-5
84,정상운영,권투,경주시,,경상북도,Beat Boxer 복싱클럽,경상북도 경주시 황성로69번길 27-2(황성동),경상북도 경주시 황성동 556-2
85,정상운영,권투,청주시,,충청북도,코드복싱 GYM,충청북도 청주시 흥덕구 백봉로 213-1(봉명동),충청북도 청주시 흥덕구 봉명동 2715 의령남씨판사공회관
86,정상운영,권투,영광군,상하리,전라남도,채승곤복싱클럽(홍농점),전라남도 영광군 홍농읍 홍농로 442-9,전라남도 영광군 홍농읍 상하리 130
87,정상운영,권투,수원시,,경기도,수원동양복싱,경기도 수원시 장안구 정조로 940(영화동),경기도 수원시 장안구 영화동 298-5 평화빌딩
88,정상운영,권투,서초구,서초동,서울특별시,히트앤핏 교대점,"서울특별시 서초구 서초대로 278, 금화빌딩 지하1층 (서초동)",서울특별시 서초구 서초동 1572-6 금화빌딩 
89,정상운영,권투,제주시,이도이동,제주특별자치도,소울복싱,제주특별자치도 제주시 고산동산5길 34-1(이도이동),제주특별자치도 제주시 이도이동 1060-2 남성빌딩
90,정상운영,권투,연수구,송도동,인천광역시,플렉스 복싱,"인천광역시 연수구 해돋이로84번길 29(송도동, 송도풍림아이원3단지아파트)",인천광역시 연수구 송도동 3-13 송도풍림아이원3단지아파트
91,정상운영,권투,부여군,구교리,충청남도,금성체육도장,충청남도 부여군 부여읍 성왕로161번길 7,충청남도 부여군 부여읍 구교리 171
92,정상운영,권투,강서구,,서울특별시,더복싱랩 염창점(The Boxing LAB),서울특별시 강서구 공항대로 627 (염창동),서울특별시 강서구 염창동 282-23 대신빌딩
93,정상운영,권투,중랑구,중화동,서울특별시,해동검도 중랑천무관,서울특별시 중랑구 동일로 820(중화동),서울특별시 중랑구 중화동 284-8 금강빌딩
94,정상운영,권투,화성시,,경기도,카키짐,경기도 화성시 봉담읍 매봉로 441,경기도 화성시 봉담읍 상리 692-3
95,정상운영,권투,북구,,부산광역시,The파워복싱,부산광역시 북구 금곡대로616번길 7-14(금곡동),부산광역시 북구 금곡동 95-1
96,정상운영,권투,고양시,탄현동,경기도,최강타 복싱,경기도 고양시 일산서구 일현로 119 (탄현동),경기도 고양시 일산서구 탄현동 139-36
97,정상운영,권투,성남시,단대동,경기도,골든복싱,경기도 성남시 수정구 산성대로 399 (단대동),경기도 성남시 수정구 단대동 161-4
98,정상운영,권투,부천시,중동,경기도,부천JIN복싱,경기도 부천시 부흥로 224(중동),경기도 부천시 중동 713-9
99,정상운영,권투,고양시,화정동,경기도,G BOXING 화정점,경기도 고양시 덕양구 화신로260번길 26(화정동),경기도 고양시 덕양구 화정동 986 동민프라자빌딩
100,정상운영,권투,안산시,이동,경기도,라이징 복싱GYM,경기도 안산시 상록구 광덕1로 375 (이동),경기도 안산시 상록구 이동 715-3 강우프라자
101,정상운영,권투,수원시,매교동,경기도,매교복싱,경기도 수원시 팔달구 정조로 667 (매교동),경기도 수원시 팔달구 매교동 158-7
102,폐업,권투,남구,,부산광역시,광무복싱다이어트클럽,"부산광역시 남구 문현로 69, 3층 (문현동, 대영빌딩)",부산 남구 문현로 69
103,정상운영,권투,화성시,능동,경기도,골든보이 복싱짐,경기도 화성시 동탄지성로 144 (능동),경기도 화성시 능동 1113-2 아이비타워
104,정상운영,권투,남양주시,,경기도,슈가 복싱,경기도 남양주시 진접읍 경복대로 239,경기도 남양주시 진접읍 금곡리 1042-2
105,정상운영,권투,강서구,,서울특별시,I AM FIRST BOXING GYM,서울특별시 강서구 강서로54길 94 (등촌동),서울특별시 강서구 등촌동 668-1
106,정상운영,권투,중구,운남동,인천광역시,B.F boxing,인천광역시 중구 흰바위로 236 (운남동),인천광역시 중구 운남동 1600-1
107,정상운영,권투,송파구,,서울특별시,마천복싱클럽,"서울특별시 송파구 성내천로 142, 3층 (거여동)",
108,정상운영,권투,강북구,수유동,서울특별시,골드로드복싱,서울특별시 강북구 도봉로 369(수유동),서울특별시 강북구 수유동 174-9
109,정상운영,권투,양주시,옥정동,경기도,더블유제이복싱클럽 옥정점,경기도 양주시 옥정로 204 (옥정동),경기도 양주시 옥정동 963-10 한길프라자
