addr_ctpv_nm,nation_yn,faci_daddr,row_num,base_ymd,faci_stat_nm,faci_mng_type_cd,reg_dt,inout_gbn_nm,faci_zip,faci_gfa,faci_road_daddr,faci_cd_hash,ftype_nm,cpb_nm,addr_emd_nm,addr_cpb_nm,faci_road_zip,faci_reg_ymd,updt_dt,faci_gb_nm,cp_nm,faci_nm,faci_road_addr,atnm_chk_yn,fcob_nm,faci_addr
"","N","4층 (마북동)",750,"20180326","정상운영","자체운영        ","2018-11-23","실내","16922",0,"4층 (마북동)","QjtFdz+ETBkVNkeCLxS3WTVTFKtANdaa5DC1qMFcPVc=","체력단련장","용인시","마북동","","16922","","2023-02-22","신고","경기도","데이백짐(DAY100GYM)","경기도 용인시 기흥구 용구대로2325번길 40-19 (마북동)","Y","체력단련장업","경기도 용인시 기흥구 마북동 502-80"
"인천광역시","N","커낼워크D4 WINTER 401동 2층 210호 (송도동)",751,"20220315","정상운영","","2023-03-21","없음","22002",145,"커낼워크D4 WINTER 401동 2층 210호 (송도동)","","체력단련장","연수구","송도동","연수구","22002","","2023-03-21","신고","인천광역시","레브핏","인천광역시 연수구 아트센터대로 87(송도동)","Y","체력단련장업","인천광역시 연수구 송도동 17-1 커낼워크D4 WINTER"
"인천광역시","N","카리스프라자 3층 301~304호 (송도동)",752,"20220308","정상운영","","2023-03-21","없음","22002",376,"카리스프라자 3층 301~304호 (송도동)","","체력단련장","연수구","송도동","","22002","","2023-03-21","신고","인천광역시","더피티짐","인천광역시 연수구 해돋이로 160-19(송도동)","Y","체력단련장업","인천광역시 연수구 송도동 21-26"
"인천광역시","N","(송도동)",753,"20211217","정상운영","","2023-03-21","없음","22002",138,"(송도동)","","체력단련장","연수구","송도동","연수구","22002","","2023-03-21","신고","인천광역시","리버스바디 센트럴점","인천광역시 연수구 해돋이로 160-19(송도동)","Y","체력단련장업","인천광역시 연수구 송도동 21-26"
"인천광역시","N","한라 웨스턴파크 송도 G동 2층 248~250호 (송도동)",754,"20211122","정상운영","자체운영        ","2023-03-21","없음","22006",265,"한라 웨스턴파크 송도 G동 2층 248~250호 (송도동)","","체력단련장","연수구","송도동","","22006","","2023-03-21","신고","인천광역시","핏더라운지","인천광역시 연수구 아트센터대로168번길 100(송도동)","Y","체력단련장업","인천광역시 연수구 송도동 29-1 한라 웨스턴파크 송도"
"경기도","N","",755,"20210105","정상운영","","2021-05-31","없음","18385",398,"","6decBNnV7TLs3QmMysuboSu8II0rThW1jFMrWwft5Iw=","체력단련장","화성시","기산동","화성시","18385","","2023-02-22","신고","경기도","유앤짐 신동탄점","경기도 화성시 효행로 1177 (기산동)","Y","체력단련장업","경기도 화성시 기산동 44-7"
"인천광역시","N","송도타임스페이스 A동 4층 407호 (송도동)",756,"20210907","정상운영","","2023-03-21","없음","21998",73,"송도타임스페이스 A동 4층 407호 (송도동)","","체력단련장","연수구","송도동","연수구","21998","","2023-03-21","신고","인천광역시","최박사 헬스케어","인천광역시 연수구 하모니로 158(송도동)","Y","체력단련장업","인천광역시 연수구 송도동 8-21 송도타임스페이스"
"경기도","N","",757,"20190305","정상운영","","2019-04-10","실내","12795",492,"1층","8re/RX7Oc92QApwn/gGqJpPalMqsLJEhF8aJu/bxWhQ=","체력단련장","광주시","양벌리","광주시","12795","","2023-02-22","신고","경기도","제이토탈휘트니스 양벌점","경기도 광주시 오포읍 양촌길 103-12, 1층","Y","체력단련장업","경기도 광주시 오포읍 양벌리 602-7번지 "
"인천광역시","N","명인프라자 4층 401호 (송도동)",758,"20210826","정상운영","자체운영        ","2023-03-21","없음","21995",193,"명인프라자 4층 401호 (송도동)","","체력단련장","연수구","송도동","","21995","","2023-03-21","신고","인천광역시","팀 비스트","인천광역시 연수구 해돋이로 102(송도동)","Y","체력단련장업","인천광역시 연수구 송도동 3-23"
"인천광역시","N","",759,"20210617","정상운영","자체운영        ","2023-03-15","없음","21984",116,"더샵 송도트리플타워 East 207호 (송도동)","","체력단련장","연수구","송도동","연수구","21984","","2023-03-21","신고","인천광역시","준토스핏","인천광역시 연수구 송도과학로28번길 8(송도동)","Y","체력단련장업","인천광역시 연수구 송도동 169 더샵 송도트리플타워 East"
"인천광역시","N","",760,"20210603","정상운영","자체운영        ","2023-03-15","없음","22020",166,"힐스테이트 송도 더테라스 판매시설동 2층 212~214호 (송도동)","","체력단련장","연수구","송도동","","22020","","2023-03-21","신고","인천광역시","팀윤짐 송도9호점","인천광역시 연수구 센트럴로 415(송도동)","Y","체력단련장업","인천광역시 연수구 송도동 316 힐스테이트 송도 더테라스"
"인천광역시","N","6층 604호 (송도동)",761,"20210520","정상운영","자체운영        ","2023-03-15","없음","22002",92,"6층 604호 (송도동)","","체력단련장","연수구","송도동","연수구","22002","","2023-03-21","신고","인천광역시","리젠핏 스튜디오 PT","인천광역시 연수구 해돋이로152번길 35(송도동)","Y","체력단련장업","인천광역시 연수구 송도동 21-45"
"경기도","N","현대메디프라자 303~305호",762,"20210827","정상운영","","2023-04-12","없음","18270",357,"현대메디프라자 303~305호","","체력단련장","화성시","남양리","화성시","18270","","2023-04-12","신고","경기도","스트롱짐 7호점","경기도 화성시 남양읍 시청로160번길 46","Y","체력단련장업","경기도 화성시 남양읍 남양리 2319-4"
"","N","",763,"20060110","폐업","","2016-12-21","실내","33478",496,"","n4oIH2a4HpGYzEdh4pn8teT3TUSKk8zEI6iMmtL2Q7M=","체력단련장","보령시","동대동","","33478","","2023-02-22","신고","충청남도","제일휘트니스클럽","충청남도 보령시 한내로터리길 45 (동대동)","Y","체력단련장업","충청남도 보령시 동대동  476-23 제일휘트니스클럽"
"대전광역시","N","",764,"20230217","정상운영","자체운영        ","2023-03-21","없음","34187",305,"","","체력단련장","유성구","봉명동","유성구","34187","","2023-03-21","신고","대전광역시","나다운핏 유성점","대전광역시 유성구 온천로 52(봉명동)","Y","체력단련장업","대전광역시 유성구 봉명동 550-1"
"경기도","N","성지프라자",765,"20220829","정상운영","","2023-02-09","없음","17561",138,"성지프라자 5층 503호","","체력단련장","안성시","","안성시","17561","","2023-02-09","신고","경기도","에이플 프리미엄 피티","경기도 안성시 공도읍 공도로 91","Y","체력단련장업","경기도 안성시 공도읍 만정리 821-1 성지프라자"
"세종특별자치시","N","세종엔에스타워2",766,"20221213","정상운영","","2023-02-09","실내","30128",186393,"세종엔에스타워2 601호 (나성동)","","체력단련장","세종시","","세종시","30128","","2023-02-09","신고","세종특별자치시","트랩스짐PT&재활운동 세종나성점","세종특별자치시 나성로 125-4(나성동)","Y","체력단련장업","세종특별자치시 나성동 797 세종엔에스타워2"
"경기도","N","",767,"20230303","정상운영","","2023-03-21","없음","16635",246,"","","체력단련장","수원시","오목천동","수원시","16635","","2023-03-21","신고","경기도","크로스핏 지라프","경기도 수원시 권선구 삼천병마로1598번길 8(오목천동)","Y","체력단련장업","경기도 수원시 권선구 오목천동 313-3"
"경기도","N","노블레스의류타운D동",768,"20170905","정상운영","자체운영        ","2017-09-05","없음","14058",514,"노블레스의류타운D동 (평촌동)","Ed/Pe9NyMjKDGUHHasBz6yrGNFqADIRkCgCGRC59mfg=","체력단련장","안양시","평촌동","안양시","14058","","2023-03-21","신고","경기도","락 휘트니스","경기도 안양시 동안구 흥안대로 459, 노블레스의류타운D동 (평촌동)","Y","체력단련장업","경기도 안양시 동안구 평촌동 85-10 노블레스의류타운D동 "
"제주특별자치도","N","",769,"20221028","정상운영","","2023-03-08","없음","63220",898,"4층 (도남동)","","체력단련장","제주시","","제주시","63220","","2023-03-08","신고","제주특별자치도","위드짐","제주특별자치도 제주시 복지로5길 12(도남동)","Y","체력단련장업","제주특별자치도 제주시 도남동 713-1"
"제주특별자치도","N","",770,"20041126","정상운영","","2023-03-08","없음","63222",400,"(이도이동)","","체력단련장","제주시","","제주시","63222","","2023-03-08","신고","제주특별자치도","웰트헬스","제주특별자치도 제주시 중앙로 304(이도이동)","Y","체력단련장업","제주특별자치도 제주시 이도이동 1025-8"
"제주특별자치도","N","",771,"20220615","정상운영","","2023-03-08","없음","63227",428,"(이도이동)","","체력단련장","제주시","","제주시","63227","","2023-03-08","신고","제주특별자치도","올레짐 피트니스","제주특별자치도 제주시 신설로2길 13(이도이동)","Y","체력단련장업","제주특별자치도 제주시 이도이동 1969-4"
"제주특별자치도","N","",772,"20220725","정상운영","","2023-03-08","없음","63207",541,"4층 (이도이동)","","체력단련장","제주시","","제주시","63207","","2023-03-08","신고","제주특별자치도","주식회사 제이엠에스 정발산 제주지점","제주특별자치도 제주시 광양10길 10(이도이동)","Y","체력단련장업","제주특별자치도 제주시 이도이동 1771-5"
"충청북도","N","",773,"20230316","정상운영","","2023-03-17","없음","28292",280,"3층 (송절동)","","체력단련장","청주시","","청주시","28292","","2023-03-17","신고","충청북도","LINEUP 1989","충청북도 청주시 흥덕구 송화로 162(송절동)","Y","체력단련장업","충청북도 청주시 흥덕구 송절동 696"
"","N","웰스톤갤러리",774,"20100706","정상운영","자체운영        ","2017-07-12","실내","16850",730,"웰스톤갤러리 306호 (성복동)","jUws3XXUAvtPAuY7luiEER9lraug+l1OWli0ujGSBn4=","체력단련장","용인시","","","16850","","2023-03-08","신고","경기도","주식회사 건강한친구들","경기도 용인시 수지구 성복2로 108-2, 웰스톤갤러리 306호 (성복동)","Y","체력단련장업","경기도 용인시 수지구 성복동 139 웰스톤갤러리 "
"경기도","N","우양타운",775,"20221128","정상운영","자체운영        ","2022-12-05","없음","14055",317,"우양타운 5층 (관양동)","GsBbj1HQoeFTuPA4sONrvmQN90GKNabxsV5qwxGBEfE=","체력단련장","안양시","","안양시","14055","","2023-03-08","신고","경기도","에이치 앤 에이치 짐","경기도 안양시 동안구 부림로 166(관양동)","Y","체력단련장업","경기도 안양시 동안구 관양동 1117-5 우양타운"
"","N","",776,"20161231","정상운영","","2016-12-31","실내","",152,"","WETHbMKQh3syQjw4hLxa/aBhe+kQAlnqcxGmjSUNcsc=","체력단련장","수원시","","","","","2023-03-08","신고","경기도","케어핏","경기도 수원시  영통구 이의동 1347-3번지 에듀프라자 501호","Y","체력단련장업","경기도 수원시  영통구 이의동 1347-3번지 에듀프라자 501호"
"서울특별시","N","",777,"20220317","정상운영","","2022-04-27","없음","04735",207,"","bMBg1XMCdi8+mwnosyeCYCrzjz81Ld0z6FoWZnYj2EI=","체력단련장","성동구","옥수동","성동구","04735","","2023-02-10","신고","서울특별시","바른핏","서울특별시 성동구 독서당로 226(옥수동)","Y","체력단련장업","서울특별시 성동구 옥수동 323-17 조을빌딩"
"대전광역시","N","",778,"20220816","정상운영","","2023-03-15","없음","35315",280,"3층 (내동)","","체력단련장","서구","","서구","35315","","2023-03-15","신고","대전광역시","원포인트짐","대전광역시 서구 도산로 251(내동)","Y","체력단련장업","대전광역시 서구 내동 8-3"
"부산광역시","N","",779,"20220503","정상운영","","2022-05-04","없음","47903",494,"1~2층 (낙민동)","9/TxCcgBL4hRTlKX3GxQYeahTIeqrb8vtfi4w9iCg7E=","체력단련장","동래구","","동래구","47903","","2023-03-08","신고","부산광역시","건담짐","부산광역시 동래구 온천천로 391, 1~2층 (낙민동)","Y","체력단련장업","부산광역시 동래구 낙민동 89-10 "
"서울특별시","N","2층",780,"20190314","정상운영","","2020-02-25","없음","03993",183,"2층","+mpqLb4lDORjlM1NnSBHT5y90Ta/5NxQ9zrdpLdFDsU=","체력단련장","마포구","동교동","마포구","03993","","2023-02-10","신고","서울특별시","우리짐 홍대점","서울특별시 마포구 동교로 207 (동교동)","Y","체력단련장업","서울특별시 마포구 동교동 199-1 현우빌딩"
"","N","",781,"20161231","정상운영","","2016-12-31","실내","","","","7nIpOCYm3HeUHzqHrIl0PDoigTexrgULn+8lU8bXncY=","체력단련장","창원시","","","","","2023-05-03","신고","경상남도","모닝헬스","경상남도 창원시 마산합포구 합포남2길 6  (산호동)","Y","체력단련장업","경상남도 창원시 마산합포구 합포남2길 6  (산호동)"
"","N","",782,"20161231","폐업","","2016-12-31","실내","",194,"","x7NF3yVqPCTGVBojM9T+2S8CLfXehCbxDRFWEzMKG6I=","체력단련장","강서구","","","","20120524","2023-03-08","신고","서울특별시","핵 짐","서울특별시 강서구 화곡로 420, 8층 (등촌동)","Y","체력단련장업","서울특별시 강서구 화곡로 420, 8층 (등촌동)"
"서울특별시","N","보은빌딩",783,"20190527","폐업","","2019-06-12","없음","",143,"보은빌딩 지하 1층 (자양동)","MtHlxjg97yCVg4MRx3pQbJMgfvgTmBi0QSl9bYt27/o=","체력단련장","광진구","","광진구","05074","","2023-03-08","신고","서울특별시","A2GYM(에이투짐)","서울특별시 광진구 뚝섬로 523, 보은빌딩 지하 1층 (자양동)","Y","체력단련장업","서울특별시 광진구 자양동 553-428번지 보은빌딩 "
"경기도","N","2층",784,"20161231","정상운영","자체운영        ","2016-12-31","실내","15855",808,"2층","32supg4OaQ6ps1bfebn0Cph0fz44K/dUoMf807yiVN0=","체력단련장","군포시","당동","군포시","15855","20140514","2023-03-27","신고","경기도","열린스포츠센터","경기도 군포시 군포로 502(당동)","Y","체력단련장업","경기도 군포시 당동 784-5"
"충청북도","N","",785,"20230307","정상운영","","2023-05-03","없음","28120",118,"2층 202호","","체력단련장","청주시","","청주시","28120","","2023-05-03","신고","충청북도","메소드짐","충청북도 청주시 청원구 오창읍 중심상업로 31-4","Y","체력단련장업","충청북도 청주시 청원구 오창읍 양청리 792-5"
"부산광역시","N","티에스스퀘어1동 202호 (명지동)",786,"20210817","정상운영","","2021-09-28","실내","46773",182,"티에스스퀘어1동 202호 (명지동)","O6oI1ZhOVOrDpu/23WuGAV8hEyAvPDjYDOVZH1ST4ig=","체력단련장","강서구","명지동","강서구","46773","","2023-03-09","신고","부산광역시","트렌드핏명지점","부산광역시 강서구 명지국제8로 257(명지동)","Y","체력단련장업","부산광역시 강서구 명지동 3358-2"
"충청북도","N","",787,"20230217","정상운영","","2023-05-03","없음","28325",279,"3층 (주중동)","","체력단련장","청주시","","청주시","28325","","2023-05-03","신고","충청북도","원픽피트니스","충청북도 청주시 청원구 주성로 255 (주중동)","Y","체력단련장업","충청북도 청주시 청원구 주중동 1054"
"경기도","N","풍양빌딩",788,"20221018","정상운영","","2023-05-03","없음","12072",330,"풍양빌딩 3층","","체력단련장","남양주시","","남양주시","12072","","2023-05-03","신고","경기도","오하운 짐","경기도 남양주시 진접읍 내각1로73번길 8","Y","체력단련장업","경기도 남양주시 진접읍 내각리 754 풍양빌딩"
"경기도","N","",789,"20221101","정상운영","","2023-05-03","없음","12067",69,"3층 202호","","체력단련장","남양주시","","남양주시","12067","","2023-05-03","신고","경기도","바라던 핏","경기도 남양주시 진접읍 경복대로17번안길 77-5","Y","체력단련장업","경기도 남양주시 진접읍 연평리 130"
"경기도","N","",790,"20221107","정상운영","","2023-05-03","없음","12036",353,"3층","","체력단련장","남양주시","","남양주시","12036","","2023-05-03","신고","경기도","타바짐","경기도 남양주시 오남읍 진건오남로 809","Y","체력단련장업","경기도 남양주시 오남읍 양지리 100-14"
"경기도","N","",791,"20220811","정상운영","","2023-05-03","없음","12060",143,"4층","","체력단련장","남양주시","","남양주시","12060","","2023-05-15","신고","경기도","화이트 fit","경기도 남양주시 진접읍 해밀예당2로 140","Y","체력단련장업","경기도 남양주시 진접읍 금곡리 1063-3"
"경기도","N","월드비터",792,"20230502","정상운영","","2023-05-03","없음","13558",61,"월드비터 310호 (정자동)","","체력단련장","성남시","","성남시","13558","","2023-05-03","신고","경기도","프로원핏","경기도 성남시 분당구 정자로 13 (정자동)","Y","체력단련장업","경기도 성남시 분당구 정자동 155-2 월드비터"
"경기도","N","맛자랑멋자랑",793,"20230501","정상운영","","2023-05-03","없음","13595",103,"맛자랑멋자랑 304호 (수내동)","","체력단련장","성남시","","성남시","13595","","2023-05-03","신고","경기도","시즈핏","경기도 성남시 분당구 수내로46번길 20 (수내동)","Y","체력단련장업","경기도 성남시 분당구 수내동 8-5 맛자랑멋자랑"
"경기도","N","골든프라자",794,"20230307","정상운영","","2023-05-03","없음","13523",54,"골든프라자 304호 (이매동)","","체력단련장","성남시","","성남시","13523","","2023-05-03","신고","경기도","커스텀PT","경기도 성남시 분당구 성남대로779번길 48 (이매동)","Y","체력단련장업","경기도 성남시 분당구 이매동 137-6 골든프라자"
"경기도","N","",795,"20230302","정상운영","","2023-05-03","없음","13558",271,"(정자동)","","체력단련장","성남시","","성남시","13558","","2023-05-03","신고","경기도","F45 정자","경기도 성남시 분당구 정자일로198번길 24 (정자동)","Y","체력단련장업","경기도 성남시 분당구 정자동 18-8"
"경기도","N","",796,"20221219","정상운영","","2023-05-03","없음","13632",113,"1층 (구미동)","","체력단련장","성남시","","성남시","13632","","2023-05-03","신고","경기도","하드녹스(HARD KNOCKS)","경기도 성남시 분당구 금곡로23번길 6 (구미동)","Y","체력단련장업","경기도 성남시 분당구 구미동 123-2"
"경기도","N","예광아트홀",797,"20221215","정상운영","","2023-05-03","없음","13604",148,"예광아트홀 201호 (정자동)","","체력단련장","성남시","","성남시","13604","","2023-05-03","신고","경기도","올라운드P.T","경기도 성남시 분당구 불정로 168 (정자동)","Y","체력단련장업","경기도 성남시 분당구 정자동 219-2 예광아트홀"
"경기도","N","MS프라자",798,"20221207","정상운영","","2023-05-03","없음","13595",77,"MS프라자 207호 (수내동)","","체력단련장","성남시","","성남시","13595","","2023-05-03","신고","경기도","써트짐","경기도 성남시 분당구 황새울로214번길 8 (수내동)","Y","체력단련장업","경기도 성남시 분당구 수내동 21-1 MS프라자"
"경기도","N","",799,"20220825","정상운영","","2022-08-29","없음","14103",76,"지하층 (평촌동)","IEAbR1IwlR8uyxPfP+cg5E8gaurw29SHb/yq00/ykig=","체력단련장","안양시","","안양시","14103","","2023-05-11","신고","경기도","소녀스트렝스","경기도 안양시 동안구 귀인로 190, 지하층 (평촌동)","Y","체력단련장업","경기도 안양시 동안구 평촌동 901 "
"경기도","N","",800,"20220209","정상운영","","2022-02-21","없음","13396",333,"2층 (상대원동)","GuOLUmJKZXv52d/SZOVhdgDUET9bSKwhAbhVQw8x3KQ=","체력단련장","성남시","","성남시","13396","","2023-05-05","신고","경기도","마나짐 휘트니스","경기도 성남시 중원구 희망로392번길 14-4(상대원동)","Y","체력단련장업","경기도 성남시 중원구 상대원동 2994-4"
"","N","",801,"20140902","정상운영","","2016-12-31","실내","34401",719,"6층 (송촌동)","P9WI7AQFMjTfLgIxrryekTr2c9Q/1L25O1unFnxgLHE=","체력단련장","대덕구","","","34401","","2023-05-03","신고","대전광역시","팀윤짐","대전광역시 대덕구 동춘당로94번길 11-21, 6층 (송촌동)","Y","체력단련장업","대전광역시 대덕구 송촌동 460-3 "
"","N","",802,"20071106","폐업","자체운영        ","2016-11-07","실내","500852",244,"","6/ykLt6o4CVNRB2WHf4Yzys1IyKhImEiDMike+9gyHA=","체력단련장","북구","","","500852","20071106","2023-05-03","신고","광주광역시","현대웰빙 휘트니스","광주광역시 북구 비엔날레로 40 (운암동)","Y","체력단련장업","광주 북구 비엔날레로 40"
"","N","",803,"20051215","정상운영","","2016-12-31","실내외","49325",390,"6,7층 (하단동)","bHfBN35pD9wpSEFrzS98M6XqVzGq/3kAIqEhmEbtRto=","체력단련장","사하구","","","49325","","2023-05-03","신고","부산광역시","하파휘트니스","부산광역시 사하구 낙동대로 474, 6,7층 (하단동)","Y","체력단련장업","부산광역시 사하구 하단동 529-16 "
"서울특별시","N","",804,"20230316","정상운영","","2023-05-03","실외","02240",106,"3층 (면목동)","","체력단련장","중랑구","","중랑구","02240","","2023-05-03","신고","서울특별시","트루짐","서울특별시 중랑구 면목로 275-1 (면목동)","Y","체력단련장업","서울특별시 중랑구 면목동 353-47"
"","N","원우상가",805,"20161231","정상운영","","2016-12-31","실내","05090","","원우상가 3층 (자양동)","O7VQW7gL6V0+HEpcBOG5aWFx8hs5NuT2DkEFF6BMBLw=","체력단련장","광진구","","","05090","20090521","2023-05-03","신고","서울특별시","나다헬스","서울특별시 광진구 능동로4길 17, 원우상가 3층 (자양동)","Y","체력단련장업","서울특별시 광진구 자양동 553-376 원우상가 "
"서울특별시","N","광유빌딩",806,"20221220","정상운영","","2023-05-12","없음","07714",341,"광유빌딩 6층 (화곡동)","","체력단련장","강서구","","강서구","07714","","2023-05-12","신고","서울특별시","휘트니스피플 우먼 화곡점","서울특별시 강서구 화곡로 153 (화곡동)","Y","체력단련장업","서울특별시 강서구 화곡동 1065-8 광유빌딩"
"전라북도","N","",807,"20170519","정상운영","","2018-09-11","실내외","55086",323,"","0s3dzfkjthoH57LY7tFI8O6J2EHLtxwfMSnWEly65is=","체력단련장","전주시","삼천동1가","전주시","55086","","2023-03-21","신고","전라북도","힘쎄짐","전라북도 전주시 완산구 삼천천변2길 29 (삼천동1가)","Y","체력단련장업","전라북도 전주시 완산구 삼천동1가 455-8"
"경기도","N","",808,"20220414","정상운영","","2023-04-18","없음","18316",444,"3층","","체력단련장","화성시","","화성시","18316","","2023-04-18","신고","경기도","피트니스 팬시","경기도 화성시 봉담읍 샘마을1길 15","Y","체력단련장업","경기도 화성시 봉담읍 상리 22-54"
"경기도","N","",809,"20210818","정상운영","","2023-04-12","없음","18271",145,"1층","","체력단련장","화성시","","화성시","18271","","2023-04-12","신고","경기도","B.B CLUB","경기도 화성시 남양읍 역골중앙로70번길 3-3","Y","체력단련장업","경기도 화성시 남양읍 남양리 2045-8"
"경기도","N","",810,"20211014","정상운영","","2023-04-12","없음","18262",277,"2층","","체력단련장","화성시","","화성시","18262","","2023-04-12","신고","경기도","VIP 퍼스널 트레이닝 2호점","경기도 화성시 남양읍 시청로45번길 3-5","Y","체력단련장업","경기도 화성시 남양읍 남양리 2257-5"
"경기도","N","",811,"20230113","정상운영","","2023-04-12","없음","18270",119,"","","체력단련장","화성시","","화성시","18270","","2023-04-12","신고","경기도","프로틴 하우스","경기도 화성시 남양읍 남양로 671","Y","체력단련장업","경기도 화성시 남양읍 남양리 2320-5"
"대구광역시","N","",812,"20161107","정상운영","자체운영        ","2016-11-07","실내","41849",426,"","qtc0WAu0KCZtE9JTBzpBPhf0yYn+sYH+dprogYVnZoA=","체력단련장","서구","내당동","서구","41849","20120601","2023-03-15","신고","대구광역시","삼익스파빌","대구광역시 서구 평리로 236(내당동, 삼익뉴타운)","Y","체력단련장업","대구광역시 서구 내당동 308-11 삼익뉴타운"
"","N","",813,"20161231","정상운영","","2016-12-31","실내","",152,"","rkSRtJ3e14SgDOdoLlsIN5ixZ3hyY0q0R3pugFi+k2s=","체력단련장","수원시","","","","","2023-05-07","신고","경기도","커브스신영통클럽","경기도 수원시  영통구 망포동 381-2번지 신영통타운 6층 ","Y","체력단련장업","경기도 수원시  영통구 망포동 381-2번지 신영통타운 6층 "
"서울특별시","N","DMC금호리첸시아",814,"20230103","정상운영","","2023-04-12","실내","03712",182,"2층 204호 (남가좌동, DMC금호리첸시아)","","체력단련장","서대문구","","서대문구","03712","","2023-04-12","신고","서울특별시","머슬비트(MUSCLE BEAT)","서울특별시 서대문구 수색로2길 39 (남가좌동, DMC금호리첸시아)","Y","체력단련장업","서울특별시 서대문구 남가좌동 286-1 DMC금호리첸시아"
"경기도","N","제201호 (대화동)",815,"20230206","정상운영","","2023-02-10","없음","10218",135,"제201호 (대화동)","","체력단련장","고양시","대화동","고양시 일산서구","10218","","2023-05-11","신고","경기도","마이밸런스","경기도 고양시 일산서구 대화1로 63(대화동)","Y","체력단련장업","경기도 고양시 일산서구 대화동 1656"
"서울특별시","N","",816,"20161231","정상운영","","2016-12-31","","04804",258,"5층 (용답동)","W9LRNzfWmf/RxkZda/rb/piQI9FEHjg3XVHOtJJma+M=","체력단련장","성동구","","","04804","20060414","2023-04-12","신고","서울특별시","동우헬스","서울특별시 성동구 천호대로 296, 5층 (용답동)","Y","체력단련장업","서울특별시 성동구 용답동 69-4 "
"","N","지1층",817,"20161231","정상운영","자체운영        ","2016-12-31","","01184",60,"지1층","bYPfBLVGnc+xaE1Hc4hSe3qYFnglI+C36myngUOPOxc=","체력단련장","강북구","미아동","","01184","","2023-05-12","신고","서울특별시","열정PT","서울특별시 강북구 인수봉로6길 62 (미아동)","Y","체력단련장업","서울특별시 강북구 미아동 836-10"
"경기도","N","2층",818,"20221209","정상운영","","2023-02-09","없음","17546",252,"2층","","체력단련장","안성시","내리","안성시","17546","","2023-02-10","신고","경기도","머슬팩토리 easy","경기도 안성시 대덕면 대학6길 24","Y","체력단련장업","경기도 안성시 대덕면 내리 676-4"
"서울특별시","N","주원블레어시티 102동,101동 B01,B02호,B03,B04호",819,"20230207","정상운영","","2023-05-04","없음","08524",388,"주원블레어시티 102동,101동 B01,B02호,B03,B04호","","체력단련장","금천구","독산동","","08524","","2023-05-04","신고","서울특별시","엔짐 독산점","서울특별시 금천구 시흥대로123길 47 (독산동)","Y","체력단련장업","서울특별시 금천구 독산동 295-6 주원블레어시티"
"서울특별시","N","인피니움타워 311~316호",820,"20230302","정상운영","","2023-05-04","없음","08635",270,"인피니움타워 311~316호","","체력단련장","금천구","시흥동","","08635","","2023-05-04","신고","서울특별시","프리미엄 데이원 휘트니스","서울특별시 금천구 시흥대로 189 (시흥동)","Y","체력단련장업","서울특별시 금천구 시흥동 991-5"
"인천광역시","N","서영아너시티플러스 510~515호 (원당동)",821,"20230210","정상운영","","2023-03-13","실내","22866",358,"서영아너시티플러스 510~515호 (원당동)","","체력단련장","서구","원당동","서구","22866","","2023-03-13","신고","인천광역시","오에스짐","인천광역시 서구 이음대로 384(원당동)","Y","체력단련장업","인천광역시 서구 원당동 1041-1 서영아너시티플러스"
"충청북도","N","5층 501호 (가경동)",822,"20200406","정상운영","","2020-06-29","없음","28378",434,"강서미네르바 5층 501호 (가경동)","hQgRvWDLsLZlKOEXN1RTgCx8RPCsbn/qpgGSwoKQ0wA=","체력단련장","청주시","가경동","청주시","28378","","2023-02-28","신고","충청북도","유노짐","충청북도 청주시 흥덕구 서현동로 4 (가경동)","Y","체력단련장업","충청북도 청주시 흥덕구 가경동 1757 강서미네르바"
"전라북도","N","",823,"20150126","폐업","자체운영        ","2016-12-15","없음","54077",173,"","JYrepREd6dI+Gb8ZJxY6yhYFxDD/I8/xCk+e/no71aw=","체력단련장","군산시","경장동","군산시","54077","","2023-02-10","신고","전라북도","바디 휘트니스","전라북도 군산시 백릉로 10 (경장동)","Y","체력단련장업","전라북도 군산시 경장동  491-1"
"전라남도","N","",824,"20221207","정상운영","자체운영        ","2022-12-12","없음","57043",421,"","ZwySaMiFq6Kuk6b6TM6+u0fRSY/GEWTXJOW93qSzjUM=","체력단련장","영광군","남천리","영광군","57043","","2023-02-10","신고","전라남도","더블비휘트니스","전라남도 영광군 영광읍 천년로 1489","Y","체력단련장업","전라남도 영광군 영광읍 남천리 346"
"강원도","N","",825,"20221221","정상운영","","2023-02-22","없음","24874",247,"3층 (조양동)","","체력단련장","속초시","","속초시","24874","","2023-02-22","신고","강원도","GYM_ON","강원도 속초시 동해대로 4157(조양동)","Y","체력단련장업","강원도 속초시 조양동 1498-1"
"경기도","N","",826,"20170907","정상운영","","2019-04-18","실내","14048",501,"(비산동, 동안프라자빌딩)","Qhqd2oo9RGGCaOoD/jqK3Blnh5qpqi7hsYFs3mHKu98=","체력단련장","안양시","","안양시","14048","","2023-02-22","신고","경기도","블랙짐 (범계점)","경기도 안양시 동안구 시민대로 175 (비산동)","Y","체력단련장업","경기도 안양시 동안구 비산동 1108-1 동안프라자빌딩"
"경기도","N","",827,"20220622","정상운영","","2022-07-01","실내","11791",163,"2층 (용현동)","2tkTV4GMp56Ag6/AZaN+f+CixQp7HrzYSLvFM1gFjWI=","체력단련장","의정부시","","의정부시","11791","","2023-02-22","신고","경기도","바디조아짐","경기도 의정부시 오목로 23(용현동)","Y","체력단련장업","경기도 의정부시 용현동 39-19"
