addr_ctpv_nm,nation_yn,row_num,base_ymd,faci_stat_nm,reg_dt,inout_gbn_nm,faci_lat,faci_zip,sdwn_ymd,faci_gfa,faci_cd_hash,ftype_nm,cpb_nm,addr_emd_nm,addr_cpb_nm,faci_road_zip,faci_lot,updt_dt,faci_gb_nm,cp_nm,faci_nm,faci_road_addr,atnm_chk_yn,fcob_nm,faci_addr
"경기도","N",74,"20161231","정상운영","2016-12-31","없음","37.2638553143676","16706","",0,"vqEPcVQFsu0zyy1F35Josr8ia94p8ZGpY0LGw3LCeUE=","태권도","수원시","영통동","수원시 영통구","16706","127.077576262349","2023-04-27","신고","경기도","선호 태권도장","경기도 수원시 영통구 영통로 505(영통동)","Y","체육도장업","경기도 수원시 영통구 영통동 954-6 정원빌딩"
"경기도","N",75,"20151030","정상운영","2017-12-15","실내","37.19402638115582","18482","",86,"aDy86dGvfgdJ1vZhLG7745HZjOBS9hfptTUOU/8Kr6c=","태권도","화성시","청계동","화성시","18482","127.11781268511584","2023-03-01","신고","경기도","국가대표 위너 태권도장","경기도 화성시 동탄순환대로21길 15 (청계동, 동탄2신도시 신안인스빌)","Y","체육도장업","경기도 화성시 청계동 545 동탄2신도시 신안인스빌"
"경기도","N",76,"20180719","정상운영","2018-07-23","실내","37.2572399951","17387","",66,"cG3b2kDOgW1QjunOS1/BKmV82IVesM9s88dl3Sl11LU=","태권도","이천시","양촌리","이천시","17387","127.3534079894","2023-03-03","신고","경기도","용인대 정의태권도","경기도 이천시 마장면 마도로 12 (아름수리아파트)","Y","체육도장업","경기도 이천시 마장면 양촌리 345 아름수리아파트"
"대구광역시","N",77,"20161107","정상운영","2016-11-07","실내","","41715","",132,"fVyut7Ot4Q7Nz+XcSggaFryoetSyV7DWf2so6rD3nkw=","태권도","서구","비산동","서구","41715","","2023-04-04","신고","대구광역시","백산태권도장","대구광역시 서구 서대구로68길 36, 2층 (비산동)","Y","체육도장업","대구광역시 서구 비산동 1215 "
"","N",78,"20090130","폐업","2016-12-28","실내","37.4800328028","22540","20230327",282,"ZEiphZ9ZAnLtP1MuiRlInu5vsplU4EwSS6gBNSUVyq0=","태권도","동구","송현동","","22540","126.6450524842","2023-04-04","신고","인천광역시","JM 태권스쿨","인천광역시 동구 샛골로193번길 12 (송현동)","Y","체육도장업","인천광역시 동구 송현동  12-32"
"제주특별자치도","N",79,"20130404","정상운영","2017-06-21","실내","33.2590694674695","63588","",146,"z2ZvU5c08Vy6xNu4yMAfFNhFrNRi/z7TEdEfngwt9gE=","태권도","서귀포시","동홍동","서귀포시","63588","126.570097783869","2023-02-08","신고","제주특별자치도","엘리트 에듀짐","제주특별자치도 서귀포시 동홍북로 16-1(동홍동)","Y","체육도장업","제주특별자치도 서귀포시 동홍동 60-3"
"","N",80,"20150326","정상운영","2016-12-31","실내","34.7447966544","550020","",215,"OE78i/UauFL6W+LdUffH0TJqMQVyyfzPcyHsg5Us21k=","태권도","여수시","","","550020","127.741666672","2023-02-14","신고","전라남도","태극태권도장","전라남도 여수시 동문로 89 (공화동)","Y","체육도장업","전남 여수시 동문로 89"
"","N",81,"20120419","정상운영","2016-12-31","실내","36.3303678985","302318","",341,"pfztrGyEUHgoJuUimP4A1iOi+yW3nCgtN17xGHqvkbI=","태권도","서구","","","302318","127.340577621","2023-02-14","신고","대전광역시","태권도참교육지도자회 무궁화천군태권도장","대전광역시 서구 도안북로 107 (도안동,성광타워 7층)","Y","체육도장업","대전 서구 도안북로 107"
"","N",82,"20161231","폐업","2016-12-31","","34.9328099187","","20230202",118,"w/wBdNNxpgHmuBmdiJNQsllZww7jfkVaFiit77kQsnI=","태권도","순천시","","","","127.544950225","2023-02-03","신고","전라남도","신대 MTA 태권도(2층)","전라남도 순천시 전라남도 순천시 해룡면 좌야로 ","Y","체육도장업","전라남도 순천시 전라남도 순천시 해룡면 좌야로 "
"","N",83,"20161231","정상운영","2016-12-31","실내","34.967686221","","",92,"EBFohTRpWWFv/TUjaC7yxlVqqqyR6S7aya9dr8yha8Q=","태권도","순천시","","","","127.520232926","2023-02-01","신고","전라남도","차오름 태권도장","전라남도 순천시 전라남도 순천시 비봉길 ","Y","체육도장업","전라남도 순천시 전라남도 순천시 비봉길 "
"","N",84,"20161231","정상운영","2016-12-31","실내외","","58003","",346,"zUj+qyYgLI0yXKnKBjx3mOkFd8u6qNbHgTqDKO2E15M=","태권도","순천시","","","58003","","2023-02-01","신고","전라남도","민족사관태권도","전라남도 순천시 안산길 26, 2층 (연향동)","Y","체육도장업","전라남도 순천시 연향동 1614-2 "
"충청북도","N",85,"20220228","정상운영","2022-06-15","없음","0","28785","",122,"tOEui+CKa9L0dU97W7gQhCUiLch0L4U2vzG6lZVZhI4=","태권도","청주시","","청주시","28785","0","2023-02-07","신고","충청북도","힘튼태권도","충청북도 청주시 상당구 동남로 15(방서동, 동남지구우미린풀하우스)","Y","체육도장업","충청북도 청주시 상당구 방서동 806 동남지구우미린풀하우스"
"","N",86,"20110930","정상운영","2016-12-31","없음","","22229","",156,"SpvDUrqD05K3W0wMqRMaQWIJBnylh/O/df/xw2fJTF8=","태권도","남구","","","22229","","2023-02-14","신고","인천광역시","한빛 한양대 태권도장","인천광역시 미추홀구 주승로 159, 2층 (관교동)","Y","체육도장업","인천광역시 미추홀구 관교동 514-2 "
"인천광역시","N",87,"20230313","정상운영","2023-04-04","실내","37.5239167403057","22776","",110,"","태권도","서구","가정동","서구","22776","126.680236578352","2023-04-04","신고","인천광역시","정무 태권도장","인천광역시 서구 봉오대로 270 (가정동, 루원시티2차 SK Leaders' VIEW)","Y","체육도장업","인천광역시 서구 가정동 0 루원시티2차 SK Leaders' VIEW"
"광주광역시","N",88,"20061211","폐업","2016-12-31","실내","35.1710508739","61903","20230403",244,"rTGmOtc8XYyqiL+zqeIqPmMssc68w0ZwaM+EGlNgcHc=","태권도","서구","동천동","서구","61903","126.8693444026","2023-04-04","신고","광주광역시","광림키즈태권도예절관","광주광역시 서구 유림로98번길 49, 승리빌딩 2층 (동천동)","Y","체육도장업","광주광역시 서구 동천동 641 2층 "
"대구광역시","N",89,"20161231","정상운영","2016-12-31","실내","","41579","",131,"yacHalST/w9JzhoOgdMpBkXRNH2mXGDBYijN52zPr2Y=","태권도","북구","","북구","41579","","2023-02-07","신고","대구광역시","용인대 대한 태권도 체육관","대구광역시 북구 중앙대로 546-1, 2층 (칠성동2가)","Y","체육도장업","대구광역시 북구 칠성동2가 381-14 "
"서울특별시","N",90,"20161231","정상운영","2016-12-31","실내","","08275","",100,"iGsGeesmoEo5N4Hcpm1ZJDX/VIgFCfVuQbrvYlr6Dtc=","태권도","구로구","","구로구","08275","","2023-02-07","신고","서울특별시","타이거","서울특별시 구로구 경인로 382, 상가1동 3층 304호 (개봉동, 한마을아파트)","Y","체육도장업","서울특별시 구로구 개봉동 476 한마을아파트 "
"","N",91,"20120307","정상운영","2016-11-07","실내","37.7314212976","480837","",235,"sp2b+HFMrY07VbQjeRwblJcK/h6Cmga29v/fixucLNg=","태권도","의정부시","","","480837","127.085080478","2023-02-07","신고","경기도","화랑태권도장","경기도 의정부시 오목로14번길 16 (용현동)","Y","체육도장업","경기 의정부시 오목로14번길 16"
"광주광역시","N",92,"20161231","정상운영","2016-12-31","실내","","61424","",58,"YIsMGgeDbwiX2hnUP9O4+MjxbSadYj1Fcinf4sKbwEM=","태권도","동구","","동구","61424","","2023-02-07","신고","광주광역시","짱태권도","광주광역시 동구 경양로 234, 108동 422호 (계림동, 그랜드센트럴)","Y","체육도장업","광주광역시 동구 계림동 1827 그랜드센트럴 "
"","N",93,"20161227","정상운영","2016-12-31","실내","","22188","",154,"XryuFT5xZesBzoh29TzScUYIWC1cJtQpZo4Pdipx4FM=","태권도","남구","","","22188","","2023-02-03","신고","인천광역시","용인대 Best타이곤태권도장","인천광역시 미추홀구 독배로317번길 23, 해성프라자 5층 (용현동)","Y","체육도장업","인천광역시 미추홀구 용현동 665-4 해성프라자 "
"","N",94,"20161227","정상운영","2016-12-27","실내","37.3832693095","14093","",244,"YOU65lAI06IDDfcg+ALy3iYZuMwvHk5fqbJgrrpLJmY=","태권도","안양시","안양동","","14093","126.9324412498","2023-03-06","신고","경기도","경희대석사명학태권도장","경기도 안양시 만안구 성결대학로 14 (안양동)","Y","체육도장업",""
"경기도","N",95,"20190218","정상운영","2019-04-01","실내","37.020564004553","18031","",151,"S7IPdOggnffr+t91GsiIMJjJsVcKXC1e/p3YzrSS2+4=","태권도","평택시","동삭동","평택시","18031","127.097727430936","2023-04-04","신고","경기도","서재 국가대표 태권도장","경기도 평택시 상서재로 55(동삭동, 평택센트럴자이 3단지)","Y","체육도장업","경기도 평택시 동삭동 852 평택센트럴자이 3단지"
"","N",96,"20170622","정상운영","2017-06-22","실내","35.1628435251","48105","","","+pUCZ1YBNmnIWf/SPBDpirjos5uzE72pz0ZdHvrRE6Y=","태권도","해운대구","중동","","48105","129.1734399346","2023-02-16","신고","부산광역시","한국 체육관","부산광역시 해운대구 좌동순환로468번길 47 (중동)","Y","체육도장업",""
"경기도","N",97,"20230321","정상운영","2023-04-04","없음","37.6659733850957","10307","",203,"","태권도","고양시","풍동","고양시 일산동구","10307","126.796923359959","2023-04-20","신고","경기도","풍동나라찬태권도장","경기도 고양시 일산동구 숲속마을로 49-28 (풍동)","Y","체육도장업","경기도 고양시 일산동구 풍동 1285"
"경기도","N",98,"20220816","정상운영","2023-02-02","없음","37.6070055454496","10113","",192,"ZXtRMs5dgIRCbu8gH0AzX++sp4rhZuDVl9W45qx9FhU=","태권도","김포시","풍무동","김포시","10113","126.72651493902","2023-02-02","신고","경기도","즐거운 태권도장","경기도 김포시 풍무로146번길 52-5(풍무동)","Y","체육도장업","경기도 김포시 풍무동 989"
"경기도","N",99,"20221129","정상운영","2023-02-01","없음","37.6117467554368","10113","",165,"iTDY+0goFiHwBXsmQS4X2ixw6Jywc5m1JRobQv0a1Ac=","태권도","김포시","풍무동","김포시","10113","126.72649225465","2023-02-02","신고","경기도","푸른 경희대 태권도장","경기도 김포시 유현로 215(풍무동, 풍무 센트럴 푸르지오)","Y","체육도장업","경기도 김포시 풍무동 936 풍무 센트럴 푸르지오"
"경기도","N",100,"20061109","정상운영","2023-04-05","없음","","15858","",214,"","태권도","군포시","당동","군포시","15858","","2023-04-06","신고","경기도","군포 한국 태권도장","경기도 군포시 금당로17번길 10, 정마프라자 401호 (당동)","Y","체육도장업","경기도 군포시 당동 951-3 정마프라자 "
"제주특별자치도","N",101,"20081014","정상운영","2017-01-04","실내","33.2596022261","63586","",249,"WlAk9fVIo75gWGaAWDyny9yit4Bn/nS4Zwv0+T97k14=","태권도","서귀포시","동홍동","서귀포시","63586","126.5695203706","2023-02-08","신고","제주특별자치도","브로태권짐","제주특별자치도 서귀포시 동홍북로 13, 씨티빌딩 2층 (동홍동)","Y","체육도장업","제주특별자치도 서귀포시 동홍동 589-1 씨티빌딩 "
"전라남도","N",102,"20220727","정상운영","2023-03-21","없음","0","57739","",132,"","태권도","광양시","","광양시","57739","0","2023-03-21","신고","전라남도","활기찬 이지은 태권도장","전라남도 광양시 광양읍 매천로 740","Y","체육도장업","전라남도 광양시 광양읍 구산리 836-1"
"전라남도","N",103,"20220520","정상운영","2023-03-21","없음","0","57774","",159,"","태권도","광양시","","광양시","57774","0","2023-03-22","신고","전라남도","강한아이태권도장","전라남도 광양시 중마중앙로 273(마동, 광양마동 영무예다음)","Y","체육도장업","전라남도 광양시 마동 2062 광양마동 영무예다음"
"","N",104,"19951110","정상운영","2016-12-31","실내","36.8043370305","","","","GazEP0IzZAZ2q45Q3zw58472R7VbYk5uDntkM6CR1QI=","태권도","천안시","","","","127.15285649","2023-03-15","신고","충청남도","독수리태권도","충청남도 천안시 충청남도 천안시 동남구 중앙로 68-2 (영성동)","Y","체육도장업","충청남도 천안시 충청남도 천안시 동남구 중앙로 68-2 (영성동)"
"","N",105,"20060302","정상운영","2016-12-31","실내","36.7998150983","","",141,"moe2pUK8wbp1u6c4AjNMlbrGGztd32kIwv0Ydc2JZdc=","태권도","천안시","","","","127.123516861","2023-03-15","신고","충청남도","용인대석사청무태권도","충청남도 천안시 충청남도 천안시 서북구 쌍용17길 13","Y","체육도장업","충청남도 천안시 충청남도 천안시 서북구 쌍용17길 13"
"","N",106,"20050113","정상운영","2016-12-31","실내","36.8315351583","","",224,"n3qNSkCGMiMBIUetwmp6i7LUliyzA/WagMCKZodcVjA=","태권도","천안시","","","","127.129361057","2023-03-15","신고","충청남도","아이짐 오성 태권도","충청남도 천안시 충청남도 천안시 서북구 오성1길 12-13, 4층 (두정동, 경희빌딩)","Y","체육도장업","충청남도 천안시 충청남도 천안시 서북구 오성1길 12-13, 4층 (두정동, 경희빌딩)"
"충청북도","N",107,"20140402","정상운영","2023-03-14","없음","36.4864432957165","28943","",219,"","태권도","보은군","","보은군","28943","127.717656510149","2023-03-15","신고","충청북도","무덕태권도","충청북도 보은군 보은읍 보은로 137","Y","체육도장업","충청북도 보은군 보은읍 삼산리 153-2 보습학원"
"대전광역시","N",108,"20220111","정상운영","2023-03-15","없음","36.2967654489522","35389","",66,"","태권도","서구","","서구","35389","127.356165502895","2023-03-15","신고","대전광역시","윤 마스터 태권도","대전광역시 서구 가수원로 5(가수원동, 은아아파트5단지)","Y","체육도장업","대전광역시 서구 가수원동 809 은아아파트5단지"
"서울특별시","N",109,"20161231","정상운영","2016-12-31","실내","37.5226731006","","","","GuEheuqs62sATy8QmJKShrRRCitQ1p3movzAxxKxpLk=","태권도","양천구","","양천구","","126.864305731","2023-03-24","신고","서울특별시","서울휘트니스 태권도","","Y","체육도장업","서울특별시 양천구 신월로 389"
"인천광역시","N",110,"20230306","정상운영","2023-03-24","실내","37.5391649021553","22752","",151,"","태권도","서구","","서구","22752","126.627672742459","2023-05-15","신고","인천광역시","블랙벨트센터 준수련관 해광태권도장","인천광역시 서구 청라한내로161번길 3-9(청라동)","Y","체육도장업","인천광역시 서구 청라동 57-1 에단빌딩"
"서울특별시","N",111,"20170308","정상운영","2017-03-08","실내","37.5555566196","07535","",110,"Ovvgv+7V9Ck8OMywppWw4gnLGV8MP495GERerjCsKGA=","태권도","강서구","염창동","강서구","07535","126.8713172041","2023-03-16","신고","서울특별시","넘버원 금메달 태권도장","서울특별시 강서구 양천로67길 99 (염창동)","Y","체육도장업",""
